County,Latitude,Longitude,Year,Make,Model,Vehicle Type,CAFV Eligibility,Year_Make_Model,POP_2025,Median Income,MSRP,Dest. Charge,Tax Credit,Effective Price,Electric Range,Source
skagit,48.53892,-121.7515,2017,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not eligible,2017 TOYOTA PRIUS PRIME (PHEV),134600,99179,27100,0,0,0,25,Toyota USA Newsroom
yakima,46.59751,-120.52041,2018,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not eligible,2018 TOYOTA PRIUS PRIME (PHEV),264650,76662,28220,0,0,0,25,Consumer Reports
thurston,47.03954,-122.89165,2019,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not eligible,2019 TOYOTA PRIUS PRIME (PHEV),309100,111908,27350,0,0,0,25,Toyota Place
king,47.54748,-122.00292,2013,TOYOTA,PRIUS,PHEV,Not eligible,2013 TOYOTA PRIUS,2411700,154490,32000,0,0,0,6,carweek.com
king,47.63824,-122.35022,2013,TOYOTA,RAV4,BEV,Eligible,2013 TOYOTA RAV4,2411700,154490,49800,0,0,0,103,cleanfleetreport.com
clallam,48.11892,-123.43112,2012,TOYOTA,PRIUS,PHEV,Not eligible,2012 TOYOTA PRIUS,78650,84546,32000,0,0,0,6,Toyota USA Newsroom
king,47.64586,-122.3684,2012,TOYOTA,RAV4,BEV,Eligible,2012 TOYOTA RAV4,2411700,154490,49800,0,0,0,103,MotorTrend
clallam,48.07965,-123.10367,2002,TOYOTA,RAV4,BEV,Eligible,2002 TOYOTA RAV4,78650,84546,42000,0,0,0,95,wired.com
san juan,48.53448,-123.01648,2003,TOYOTA,RAV4,BEV,Eligible,2003 TOYOTA RAV4,18550,104737,42000,0,0,0,95,wired.com
king,47.41185,-122.17743,2015,TOYOTA,PRIUS,PHEV,Not eligible,2015 TOYOTA PRIUS,2411700,154490,29990,0,0,0,6,carweek.com
kitsap,47.62732,-122.521,2014,TOYOTA,PRIUS,PHEV,Not eligible,2014 TOYOTA PRIUS,288900,114590,29990,0,0,0,6,Toyota USA Newsroom
king,47.72201,-122.22901,2014,TOYOTA,RAV4,BEV,Eligible,2014 TOYOTA RAV4,2411700,154490,49800,0,0,0,103,Autoweb
whatcom,48.7449,-122.45486,2021,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,2021 TOYOTA RAV4 PRIME (PHEV),240500,102596,38100,0,0,0,42,Toyota USA Newsroom
snohomish,47.82557,-122.29245,2021,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not eligible,2021 TOYOTA PRIUS PRIME (PHEV),873800,127475,28220,0,0,0,25,Toyota Place
clark,45.63701,-122.48723,2022,TOYOTA,RAV4 PRIME (PHEV),PHEV,Eligible,2022 TOYOTA RAV4 PRIME (PHEV),542400,108973,40300,0,0,0,42,Edmunds
clark,45.60365,-122.49212,2022,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not eligible,2022 TOYOTA PRIUS PRIME (PHEV),542400,108973,28770,0,0,0,25,Cars.com
king,47.64085,-122.30207,2020,TOYOTA,PRIUS PRIME (PHEV),PHEV,Not eligible,2020 TOYOTA PRIUS PRIME (PHEV),2411700,154490,27600,0,0,0,25,Edmunds
clark,45.69345,-122.55149,2024,VINFAST,VF 8,BEV,Unknown,2024 VINFAST VF 8,542400,108973,46000,0,0,0,264,Edmunds
king,47.68156,-122.31676,2023,VOLKSWAGEN,ID.4,BEV,Unknown,2023 VOLKSWAGEN ID.4,2411700,154490,37495,0,0,0,209,platinumvw.com
whatcom,48.75245,-122.47107,2025,VOLKSWAGEN,ID.4,BEV,Unknown,2025 VOLKSWAGEN ID.4,240500,102596,45095,0,0,0,291,conceptcarz.com
snohomish,48.06114,-122.1769,2024,VOLKSWAGEN,ID.4,BEV,Unknown,2024 VOLKSWAGEN ID.4,873800,127475,39735,0,0,0,206,InsideEVs
king,47.5301,-122.03439,2025,VOLKSWAGEN,ID. BUZZ,BEV,Unknown,2025 VOLKSWAGEN ID. BUZZ,2411700,154490,59995,0,0,0,234,ev.com
pierce,46.86733,-122.26832,2021,VOLKSWAGEN,ID.4,BEV,Unknown,2021 VOLKSWAGEN ID.4,959900,111126,39995,0,0,0,250,Edmunds
klickitat,45.6939,-121.28544,2019,VOLKSWAGEN,E-GOLF,BEV,Eligible,2019 VOLKSWAGEN E-GOLF,23600,86578,31895,0,0,0,125,Edmunds
king,47.63131,-122.11867,2016,VOLKSWAGEN,E-GOLF,BEV,Eligible,2016 VOLKSWAGEN E-GOLF,2411700,154490,28995,0,0,0,83,carweek.com
king,47.61334,-122.12056,2015,VOLKSWAGEN,E-GOLF,BEV,Eligible,2015 VOLKSWAGEN E-GOLF,2411700,154490,33450,0,0,0,83,GrooveCar
clark,45.60365,-122.49212,2017,VOLKSWAGEN,E-GOLF,BEV,Eligible,2017 VOLKSWAGEN E-GOLF,542400,108973,31315,0,0,0,125,Automotive Fleet
king,47.61344,-122.03539,2018,VOLKSWAGEN,E-GOLF,BEV,Eligible,2018 VOLKSWAGEN E-GOLF,2411700,154490,30495,0,0,0,125,Edmunds
snohomish,47.87166,-122.31768,2022,VOLKSWAGEN,ID.4,BEV,Unknown,2022 VOLKSWAGEN ID.4,873800,127475,41230,0,0,0,280,Electrek
snohomish,48.11026,-122.1677,2023,VOLVO,XC40,BEV,Unknown,2023 VOLVO XC40,873800,127475,53550,0,0,0,223,Edmunds
snohomish,47.81116,-122.37689,2023,VOLVO,C40,BEV,Unknown,2023 VOLVO C40,873800,127475,55300,0,0,0,226,carGurus
thurston,47.03779,-122.92333,2023,VOLVO,XC60,PHEV,Eligible,2023 VOLVO XC60,309100,111908,57200,0,0,0,35,Edmunds
snohomish,47.87166,-122.31768,2023,VOLVO,XC90,PHEV,Eligible,2023 VOLVO XC90,873800,127475,71900,0,0,0,32,cars.com
king,47.75448,-122.15545,2023,VOLVO,S60,PHEV,Eligible,2023 VOLVO S60,2411700,154490,51250,0,0,0,41,Edmunds
king,47.63433,-122.32427,2024,VOLVO,XC40,BEV,Unknown,2024 VOLVO XC40,2411700,154490,52450,0,0,0,293,Electrek
king,47.61344,-122.03539,2024,VOLVO,V60,PHEV,Eligible,2024 VOLVO V60,2411700,154490,71250,0,0,0,41,MotorDonkey
clark,45.81539,-122.74595,2024,VOLVO,XC60,PHEV,Eligible,2024 VOLVO XC60,542400,108973,57900,0,0,0,35,MotorDonkey
walla walla,46.07068,-118.34261,2024,VOLVO,C40,BEV,Unknown,2024 VOLVO C40,63800,90621,53600,0,0,0,257,Volovo Country
pierce,47.29238,-122.51134,2024,VOLVO,XC90,PHEV,Eligible,2024 VOLVO XC90,959900,111126,71900,0,0,0,32,Edmunds
yakima,46.59817,-120.60199,2024,VOLVO,S90,PHEV,Eligible,2024 VOLVO S90,264650,76662,71200,0,0,0,38,J.D. Power
benton,46.27391,-119.27372,2024,VOLVO,S60,PHEV,Eligible,2024 VOLVO S60,219625,103290,53145,0,0,0,41,EV.com
king,47.67858,-122.13158,2023,VOLVO,V60,PHEV,Eligible,2023 VOLVO V60,2411700,154490,70550,0,0,0,41,Paramount Volvo Cars fo Hickory
king,47.3084,-122.36321,2023,VOLVO,S90,PHEV,Eligible,2023 VOLVO S90,2411700,154490,71595,0,0,0,38,Volvo Cars
king,47.72238,-122.36498,2025,VOLVO,XC60,PHEV,Eligible,2025 VOLVO XC60,2411700,154490,59345,0,0,0,35,Mgovern Volvo Cars in Albany
king,47.65908,-122.40092,2025,VOLVO,XC90,PHEV,Eligible,2025 VOLVO XC90,2411700,154490,60000,0,0,0,32,Volvo Cars
king,47.60326,-122.02054,2025,VOLVO,EX90,BEV,Unknown,2025 VOLVO EX90,2411700,154490,81290,0,0,0,310,Volvo Cars
king,47.3084,-122.36321,2025,VOLVO,EX40,BEV,Unknown,2025 VOLVO EX40,2411700,154490,53795,0,0,0,293,kbb.com
jefferson,48.1212,-122.77263,2025,VOLVO,EX30,BEV,Unknown,2025 VOLVO EX30,33825,98262,36245,0,0,0,261,GreenCars
king,47.61344,-122.03539,2025,VOLVO,S60,PHEV,Eligible,2025 VOLVO S60,2411700,154490,53925,0,0,0,41,Volvo Cars
yakima,46.59817,-120.60199,2025,VOLVO,V60,PHEV,Eligible,2025 VOLVO V60,264650,76662,71250,0,0,0,41,Volvo Cars
skagit,48.41566,-122.32355,2022,VOLVO,XC90,PHEV,Not eligible,2022 VOLVO XC90,134600,99179,65895,0,0,0,29,Car and Driver
clark,45.58694,-122.40199,2021,VOLVO,XC60,PHEV,Not eligible,2021 VOLVO XC60,542400,108973,58495,0,0,0,18,Cars.com
kitsap,47.79802,-122.4977,2021,VOLVO,XC40,BEV,Unknown,2021 VOLVO XC40,288900,114590,53990,0,0,0,208,TrueCar
king,47.66127,-122.31307,2021,VOLVO,XC90,PHEV,Not eligible,2021 VOLVO XC90,2411700,154490,63450,0,0,0,18,Cars.com
clark,45.69345,-122.55149,2021,VOLVO,S60,PHEV,Not eligible,2021 VOLVO S60,542400,108973,47650,0,0,0,22,carmax
king,47.64586,-122.3684,2021,VOLVO,V60,PHEV,Not eligible,2021 VOLVO V60,2411700,154490,67300,0,0,0,22,MotorWeek
chelan,47.41494,-120.30522,2022,VOLVO,C40,BEV,Unknown,2022 VOLVO C40,82900,91893,59845,0,0,0,226,Motor1.com
skagit,48.38874,-122.49724,2022,VOLVO,XC40,BEV,Unknown,2022 VOLVO XC40,134600,99179,52795,0,0,0,223,Green Car Reports
whatcom,48.7999,-122.49756,2022,VOLVO,XC60,PHEV,Not eligible,2022 VOLVO XC60,240500,102596,55345,0,0,0,19,Cars.com
king,47.64586,-122.3684,2022,VOLVO,S60,PHEV,Not eligible,2022 VOLVO S60,2411700,154490,47650,0,0,0,22,Cars.com
king,47.64085,-122.30207,2019,VOLVO,XC60,PHEV,Not eligible,2019 VOLVO XC60,2411700,154490,53700,0,0,0,17,Car and Driver
kittitas,47.195,-120.93943,2019,VOLVO,XC90,PHEV,Not eligible,2019 VOLVO XC90,48950,99709,67000,0,0,0,17,Cars.com
king,47.72656,-122.30253,2019,VOLVO,S60,PHEV,Not eligible,2019 VOLVO S60,2411700,154490,54400,0,0,0,22,Edmunds
king,47.33778,-122.09124,2019,VOLVO,S90,PHEV,Not eligible,2019 VOLVO S90,2411700,154490,64645,0,0,0,21,Volvo Support
snohomish,47.89908,-122.29196,2018,VOLVO,S90,PHEV,Not eligible,2018 VOLVO S90,873800,127475,64645,0,0,0,21,US News Cars
san juan,48.69389,-122.91109,2017,VOLVO,XC90,PHEV,Not eligible,2017 VOLVO XC90,18550,104737,67800,0,0,0,14,kbb.com
snohomish,47.75448,-122.15545,2020,VOLVO,XC60,PHEV,Not eligible,2020 VOLVO XC60,873800,127475,53950,0,0,0,18,Cars.com
skagit,48.51748,-122.61214,2020,VOLVO,S60,PHEV,Not eligible,2020 VOLVO S60,134600,99179,55400,0,0,0,22,ENERGY STAR
pierce,47.23451,-122.53166,2020,VOLVO,S90,PHEV,Not eligible,2020 VOLVO S90,959900,111126,64195,0,0,0,21,MotorTrend
yakima,46.59817,-120.60199,2020,VOLVO,XC90,PHEV,Not eligible,2020 VOLVO XC90,264650,76662,67000,0,0,0,18,Cars.com
king,47.57874,-122.30866,2016,VOLVO,XC90,PHEV,Not eligible,2016 VOLVO XC90,2411700,154490,69095,0,0,0,13,Volvo USA
king,47.67596,-122.35436,2020,VOLVO,V60,PHEV,Not eligible,2020 VOLVO V60,2411700,154490,67300,0,0,0,22,Cars.com
king,47.64441,-122.1621,2022,VOLVO,V60,PHEV,Eligible,2022 VOLVO V60,2411700,154490,67300,0,0,0,41,Galpin Electric Vehicles
king,47.64586,-122.3684,2026,VOLVO,XC60,PHEV,Eligible,2026 VOLVO XC60,2411700,154490,61150,0,0,0,35,Volvo Cars
